Name,Location,City,Region,P.O. Box,Phone,Mobile,Company page link,Logo URL
Sugoi,"2nd Floor Dubai Mall Food Court, Downtown Burj Khalifa",Dubai,UAE,52546,04-4340755,,,
Sukh Sagar at the Beach,,Dubai,UAE,,04-4370188,,,
Sukh Sagar LLC,"Near Park Regis Kris Kin Hotel, Kuwait Street, Al Karama",Dubai,UAE,52119,04-3967222,04-3967291,,
Sultan Palace Restaurant,"opposite Zabeel Park, Near Karama Fish Market, Karama",Dubai,UAE,,04-3709377,,,
Sultana Restaurant,Muroor Rd,Abu Dhabi,UAE,95526,02-4482343,,,
Sum of Us,"Trade Cntre 1, Shk Zayed Road",Dubai,UAE,,056-4457526,,,
Sumaya Restaurant,"Near Sharjah Cinema, Al Marija St",Sharjah,UAE,28405,06-5681823,,,
Sumibiya,"Baniyas Rd, Deira",Dubai,UAE,476,04-2057033,,,
Summerland Motel,"Opp Sharjah Grand Hotel, Port Khalid, Al Khan",Sharjah,UAE,6006,06-5281321,,,
Sumo Salad,"Dubai Mall Food Court, Downtown Burj Khalifa",Dubai,UAE,523,04-3308063,,,
Sumo Sushi & Bento,"Ground Floor, Building # 10, BBC Building, Dubai Media City",Dubai,UAE,57360,04-3911041,,,
Sunlight Restaurant,Hamdan St,Abu Dhabi,UAE,26438,02-6321566,,,
Super Kabab Iranian Restaurant,"Al Khaleej Rd, Abu Hail",Dubai,UAE,,04-2685685,050-2411998,,
Super Seven Seas Restaurants,Bur Dubai,Dubai,UAE,45863,04-3932112,,,
Surf Cafe Dubai,Jumeirah Beach Road,Dubai,UAE,,04-3466292,,,
Surya Restaurant,Qusais,Dubai,UAE,,04-2678080,,,
Susana Restaurant,Karama,Dubai,UAE,26195,04-3575838,,,
Sushi,"Grand Hyatt Hotel, Sheikh Rashid Rd, Bur Dubai",Dubai,UAE,7978,04-3172222,,,
Sushi Central,Al Khalidiya,Abu Dhabi,UAE,,600 520007,,,
Sushi Counter,Dubai Media City,Dubai,UAE,,04-3751095,,,
Sushi Folie,"Holiday Inn, Al Barsha, next to Mall of the Emirates",Dubai,UAE,115443,04-3234333,,,
Sushi Sushi Restaurant - Century Village,Garhoud,Dubai,UAE,77671,04-2829908,,,
Suvoroff,"Murgan 1 Bldg, Near Al Ansari Exch, JBR",Dubai,UAE,333581,04-4370178,,,
Swadist,"Opposite City Corner Supermarket, Al Karama",Dubai,UAE,,04-3342920,04-3342921,,
Swagath Vegetarian Restaurant,"Food Court, Al Musalla Tower, Mankhool",Dubai,UAE,8226,04-3969363,04-3969323,,
"Swan, The","Al Ghurair Centre, Deira",Dubai,UAE,171567,04-2285911,,,
Sydney Restaurant,"Opp Bin Ladin Camp, Indl Area 11",Sharjah,UAE,30218,06-5349443,,,
Szechuan Palace,"Ramada Chelsea Hotel, Al Barsha",Dubai,UAE,,04-5019000,,,
Tabaq Restaurant,"Hamdan St, Ziani",Abu Dhabi,UAE,46695,02-6787349,,,
Taipei Dao,Downtown Dubai,Dubai,UAE,,04-4510694,,,
Taj Mahal Restaurant,"Next to Al Fujairah Jewellery, Opp ADCB",Fujairah,UAE,1146,09-2225225,,,
Tajdeed Hyderabadi Restaurant,"Gete Bldg B Block, Opp City Hotel, Rolla",Sharjah,UAE,,06-5637393,055-7590859,,
Tala Semplice,"8th St., Deira City Centre",Dubai,UAE,,04-2925200,,,
Talay Thai Restaurant,"Le Meridian, Al Zahiyah",Abu Dhabi,UAE,,02-6446666,,,
Tamar Darbar Restaurant,"Behind Masjid Shahaba, TCA",Abu Dhabi,UAE,75337,02-6452221,050-2644747,,
Tamba Restaurant,"World Trade Centre Mall, Al Markaziyah",Abu Dhabi,UAE,,02-6728888,,,
Tamilnadu Restaurant,"Fire Station Rd, Al Muwailah",Sharjah,UAE,66988,06-5353696,,,
Tandoor Express,Mussafah,Abu Dhabi,UAE,,02-5596655,,,
Tandoor Palace,"Al Nahda 1, Qusais",Dubai,UAE,91521,04-2505035,050-3659486,,
Tandoori Junction Restaurant,"G 04, HDS Tower, JLT",Dubai,UAE,643532,04-4311866,,,
Tandushi,Lotus Downtown Metro Hotel Apartments & Spa,Dubai,UAE,,04-2068888,,,
Tanjara,Madinat Zayed,Abu Dhabi,UAE,33779,02-6278644,,,
Taqado Mexican Kitchen,"The Galleria, Al Maryah Island",Abu Dhabi,UAE,,02-6770700,,,
Tarbouche,Central Market,Abu Dhabi,UAE,,02-6282220,,,
Tareeq Al Saadah Restaurant,"Masjid Bldg, Abu Shagara Park",Sharjah,UAE,,06-5240100,054-3037907,,
Tarweeah,"Behind Spinneys, Najda Street",Abu Dhabi,UAE,,02-6445004,056-6229119,,
Tashas Cafe,Al Bateen,Abu Dhabi,UAE,,02-4450890,,,
Tashkent Restaurant,Al Barsha,Dubai,UAE,71121,04-4470706,050-1157060,,
Taste Buds Restaurant FZO,"Shop 1, Apricot Building, Dubai Silicon Oasis",Dubai,UAE,,04-3922283,055-9812345,,
Taste Of India Vegetarian Restaurant,Al Wahda,Sharjah,UAE,,06-5484551,,,
Taste Restaurant,"Hor Al Anz, Deira",Dubai,UAE,,04-2623050,056-1630777,,
Tasty Biriyani Restaurant,Deira,Dubai,UAE,81658,04-2298856,,,
Tasty Village Restaurant,"Al Fahidi Plaza, Bur Dubai",Dubai,UAE,,04-3798100,055-1739191,,
Tawa Bakery,"Al Muneera Beach Plaza, Al Raha",Abu Dhabi,UAE,,02-5566900,,,
Taxi Shawarma,"Near Filli Tea, Al Shamsi Bldg, Baghdad St, Al Nahda",Dubai,UAE,,04-2727729,,,
Taza,Al Nahda,Sharjah,UAE,,06-5254415,,,
Tcby,Deira,Dubai,UAE,3929,04-2621144,,,
Tea Junction Cafe,"Opp Bohri Masjid, Bhnd NMC, Al Nahda 2",Dubai,UAE,,04-8804428,056-4485335,,
Tea Turn Cafeteria,"Near Fatima Supermarket, TCA",Abu Dhabi,UAE,,02-6456751,055-3673131,,
Teatro - Towers Rotana Hotel,Sh Zayed Road,Dubai,UAE,30430,04-3122240,,,
Thai Rock Restaurant,"Food Court, Al Khail Mall, Al Quoz",Dubai,UAE,,04-3307555,,,
The Black Lion,"The H Dubai, Shk Zayed Road",Dubai,UAE,,04-5018888,,,
The Boardwalk,"Opp City Centre, Deira",Dubai,UAE,,04-2956000,,,
The Cake Bar,Jumeirah Beach Rd,Dubai,UAE,22399,04-3955775,,,
The Cave,"Cornad Dubai, Shk Zayed Road",Dubai,UAE,,04-4447444,,,
The City Celebration Restaurant,Hamdan St,Abu Dhabi,UAE,,02-6729656,,,
The Croft,Dubai Marina,Dubai,UAE,,04-3194794,,,
The Desert Wok Restaurant,"Al Qusais 1, Nxt Dubai Women's College",Dubai,UAE,,04-2585522,04-2585527,,
The Favourite Restaurant,Al Falah Str,Abu Dhabi,UAE,40032,02-6412464,,,
The Forge,"Ritz Carlton, Al Maqta",Abu Dhabi,UAE,,02-8188282,,,
The Foundry,"Southern Sun, Al Zahiyah",Abu Dhabi,UAE,,02-8184888,,,
The Gem Garden,Shaikh Zayed Road,Dubai,UAE,,04-3234333,,,
The Grand Grill Steakhouse,Shk Zayed Rd,Dubai,UAE,213059,04-3380409,,,
The Huddle,"Citymax Hotel, Al Barsha",Dubai,UAE,,04-4078000,,,
The Indian Accent,Salam Street,Abu Dhabi,UAE,,02-8836144,,,
The Indian Corner FZC,SAIF Zone,Sharjah,UAE,9358,06-5573664,,,
The Indian Pavillion,Umm Suqueim / Al Wasl Road / MOE,Dubai,UAE,,04-3941483,,,
The Kebab Shop,"Z Bldg, DMCC",Dubai,UAE,126764,04-3453365,,,
The Liquid Lounge,"Gold Swiss Belhotel, Bur Dubai",Dubai,UAE,,04-3459992,,,
The Lounge,"Sea View Hotel, Bur Dubai",Dubai,UAE,,04-3558080,,,
The Maine - A New England Brasserie Company,Jumeirah,Dubai,UAE,,04-4576719,,,
The Market Place,"JW Marriot, Deira",Dubai,UAE,,04-6077977,,,
The Meat Company,Souk Al Qaryat Al Beri,Abu Dhabi,UAE,,02-5581713,,,
The Med,Dubai Media City,Dubai,UAE,,04-4271000,,,
The Monk,Al Aweer,Dubai,UAE,63363,04-3335353,,,
The Monsoon,"Flora Grand Hotel, Deira",Dubai,UAE,,04-2233344,,,
The Old Vic,"Ramada Hotel Dubai, Bur Dubai",Dubai,UAE,,04-3519999,,,
The Retreat,Khalifa City,Abu Dhabi,UAE,,02-6169999,,,
The Snack House,"Gate 1 Building, Dubai Silicon Oasis",Dubai,UAE,,04-3338680,056-4279327,,
The Stuffed Burger Company,Airport Road,Abu Dhabi,UAE,,02-5560353,600 545541,,
The Terrace Restaurant,Next to Gulf Medical University,Ajman,UAE,,06-7430002,,,
The Village Restaurant,"Al Hamra Village Golf Resort, RAK",Ras Al Khaimah,UAE,,07-2446666,,,
The Wok House,"Front Fa?ade, BurJuman",Dubai,UAE,,04-3599786,,,
Tibba Restaurant,"Damascus St, Qusais",Dubai,UAE,,04-2578585,,,
Tiffinbites,Jumeirah Beach Residence,Dubai,UAE,,04-4404952,,,
Tikka Tonight Restaurant,"UAE Exchange Bldg, Damascus St, Al Qusais",Dubai,UAE,,04-2205822,,,
Todays Restaurant,"Bhnd Zuleka Hosp, Near Pond Park, Al Nahda 2",Dubai,UAE,,04-2637335,050-2487003,,
Toki Japanese Restaurant,"Hilton, Khubeirah",Abu Dhabi,UAE,,02-6811900,,,
Tom & Serg Cafe,"Al Joud Centre, 15A Street, Al Quoz",Dubai,UAE,,050-4746812,,,
Tony Roma's,Sh Zayed Rd,Dubai,UAE,15018,04-3685655,,,
Topkapi - Taj Palace Hotel Dubai,Riqa Road,Dubai,UAE,42211,04-2113060,,,
Tori Nu Su,"Jumeirah Al Etihad Towers, Al khubeirah",Abu Dhabi,UAE,,02-8115666,,,
Tourist Club Star Cafeteria,"Universal Pharmacy Building, TCA",Abu Dhabi,UAE,,056-4680910,,,
Trader Vics,"Crowne Plaza, Sh zayed road",Dubai,UAE,,04-3311111,,,
Traiteur,"Park Hyatt, Deira",Dubai,UAE,,04-3172222,,,
Travancore Restaurant LLC,Mussafah 10,Abu Dhabi,UAE,,02-5596490,,,
Tripoli Restaurant,Musaffah,Abu Dhabi,UAE,,02-6440999,02-5553666,,
Triveni Restaurant,"Beauty Center Bldg, Near Fish R/A, Opp Maktoum Hosp",Dubai,UAE,82863,04-2213133,,,
Troyka - Ascot Hotel,"5th Flr, Burjuman Centre, Bur Dubai",Dubai,UAE,52555,04-3520900,,,
Tub Of Butter,"Al Manara, Shk Zayed Road",Dubai,UAE,,04-3438884,,,
Turath Al Mandi,"503, Jumeirah Beach Rd, Jumeirah 3",Dubai,UAE,74804,04-3953555,,,
Turquoiz,Saadiyat Island,Abu Dhabi,UAE,,02-4988888,,,
Tutti Frutti Restaurant,Al Wasit St,Sharjah,UAE,,06-5668555,,,
UBK Cafe,"Movenpick, JLT",Dubai,UAE,,04-4380000,,,
Udupi Sagar Restaurant,"Near Astoria Hotel, Meena Bazar, Bur Dubai",Dubai,UAE,122426,04-3799442,052-3960616,,
Ultra Brasserie,Dubai Marina,Dubai,UAE,,04-2775644,,,
Union Restaurant,"Near Emirates Petrol Station, Launch R/A",Ras Al Khaimah,UAE,401,07-2331389,,,
Unique Restaurant,Murabba R/A,Al Ain,UAE,16913,03-7668188,,,
UNO Pizzeria & Grill,Deira City Centre,Dubai,UAE,,8008667,,,
Uptown Pizza,Jumeirah,Dubai,UAE,79401,04-3483487,,,
Urban Bistro,"CNN Building, Media City",Dubai,UAE,,04-3624330,,,
Urban Seafood,The Outlet Village,Dubai,UAE,,800 7527,,,
Ushna Restaurant,Souk Al Qaryat Al Beri,Abu Dhabi,UAE,,02-5581769,,,
Vadakkan Pepper Restaurant,"Owais Bldg, Abu Shagara",Sharjah,UAE,,06-5445225,056-4204506,,
Vaishali Restaurant LLC,Deira,Dubai,UAE,65214,04-2243839,,,
Variety Food Restaurant and Catering,New Sanaiya,Ajman,UAE,14113,06-7481012,,,
Vasanta Bhavan Restaurant,Bur Dubai,Dubai,UAE,51311,04-3934873,,,
Vasanta Vegetarian Bhavan Restaurant,Al Nahda,Dubai,UAE,,04-2391177,,,
Vascos,"Hilton, Al Khubeirah",Abu Dhabi,UAE,,02-6811900,,,
Vazhiyoram Thattukada,"Near National Paints, Al Muwailah",Sharjah,UAE,,06-5435498,,,
Venus Restaurant,"Opposite Lulu Center, Al Karama",Dubai,UAE,,04-3352113,,,
Via Delhi Restaurant,"Near Lamcy, Oud Metha",Dubai,UAE,,04-3448044,054-4042477,,
Village Restaurant,"Village Hyper Market Bldg, New West Accomodation, 8th R/A, Jafza",Jebel Ali,UAE,14528,04-8834844,,,
Vrindhavan Restaurant,"Bhnd Deira Taxi Stand, Deira",Dubai,UAE,52423,04-2273527,,,
Wadat Beijing Chinese Restaurant,"Bhnd Lulu Center, Near Sharjah Rotana Hotel",Sharjah,UAE,24365,06-5647551,,,
Wadi Darbar Restaurant LLC,Satwa,Dubai,UAE,,04-3327755,055-5336040,,
Wadi Hadhramout Rest,"Near Al Madina S/Market, Gurfa",Fujairah,UAE,,09-2233389,,,
Wanees Restaurant,Deira,Dubai,UAE,40696,04-2696284,,,
Wardat Lebanese Restaurant FZCO,JLT,Dubai,UAE,,04-4521188,,,
Weighbridge Restaurant,"3rd I/Change, Al Quoz Indl Area",Dubai,UAE,6647,04-3470458,,,
Wengs Kitchen Restaurant,"Behind UNB, Salam Street",Abu Dhabi,UAE,46504,02-6776799,055-9893199,,
West Line Cafeteria,TCA,Abu Dhabi,UAE,,02-6344771,055-3920265,,
West Star Restaurant,"Near Rotana Hotel, Al Nabba St",Sharjah,UAE,,06-5620156,,,
Whissle,Tecom,Dubai,UAE,,04-4538200,,,
White Pearl Restaurant,"Bhnd Modern Bakery, Near Jaleel Traders, Al Quoz",Dubai,UAE,,04-3400226,055-9208011,,
Winnys Restaurant and Confectionery LLC,Bhnd Karama Fish Market,Dubai,UAE,115867,04-3358060,,,
Wok Inn Thai-Chi Diner,Karama,Dubai,UAE,,04-3977711,,,
Woodside Restaurant,"Opp ADCB, Al Mina Rd",Sharjah,UAE,,06-5615704,06-5625643,,
Woodys,"Food Court, Ramla Mall, DIP",Jebel Ali,UAE,488059,04-8878338,,,
Wrapchic,,Dubai,UAE,,04-3589999,,,
Y Bar,"Yas Island, Rotana Hotel",Abu Dhabi,UAE,,02-6564000,,,
Yannick Alleno,Palm Jumeirah,Dubai,UAE,,04-44010101,,,
Yasmin Sweets and Restaurant,Old Passport Rd,Abu Dhabi,UAE,28815,02-6312580,,,
Yellow Cab Pizza Company,Satwa,Dubai,UAE,,04-3456785,,,
Yum Yum Tree Food Court,,Dubai,UAE,,04-4461500,,,
Yummy Indian Restaurant,"Damascus St, Al Qusais 2",Dubai,UAE,333457,04-2677337,,,
Z Pizza Restaurant,"Jumeirah Beach Rd, Dubai Marina",Dubai,UAE,98811,04-3649292,,,
Zaatar W Zeit,Sh Zayed Rd,Dubai,UAE,,600-522231,,,
Zabeel Restaurant,Bur Dubai Bus Stn,Dubai,UAE,45570,04-3939471,,,
Zafran,Marina Mall,Dubai,UAE,,04-2840987,,,
Zahrat Al Quds Rest,"Abu Hail Centre, Deira",Dubai,UAE,86052,04-2977510,,,
Zahrat Al Reef Al Shami Restaurant,,Sharjah,UAE,,06-5214175,,,
Zaid Al Ammar Seafood Restaurant,"Bhnd Al Mamzar Centre, Abu Hail",Dubai,UAE,,04-2560000,056-6621788,,
Zam Zam Restaurant,"Near Sony Electronics S/Room, Marijah Rd",Sharjah,UAE,66,06-5682940,,,
Zaytinya,Al Seef Village Mall,Abu Dhabi,UAE,,02-4474489,,,
